Table	Column	Datatype	Offset	Length	Description
APL_InvoiceEntLns	APL_UNUSED_1	CHAR	112	39	Unused
APL_InvoiceEntLns	HOURS	NUMBER		14.3	Hours
APL_InvoiceEntLns	UNITS	NUMBER		14.3	Units
APL_InvoiceEntLns	RATE	NUMBER		14.3	Rate
APL_InvoiceEntLns	AMT	NUMBER		14.3	Amount
Keys :					
"Primary Key: FY, ACCTPD, VEND_DIV, VEND_CODE, INV_NUM, LINE_NUM"					
					
Table : APM_MoDisbHdr					
APM_MoDisbHdr	FY	CHAR	1	4	Fiscal year / Acctg period
APM_MoDisbHdr	ACCTPD	CHAR	5	2	
APM_MoDisbHdr	BANK_CODE	CHAR	7	3	Bank code
APM_MoDisbHdr	CHECK_NUM	CHAR	10	6	Check number
APM_MoDisbHdr	SEQ_NUM	CHAR	16	2	Sequence
APM_MoDisbHdr	CHECK_TYPE	CHAR	18	1	Check type
APM_MoDisbHdr	CHECK_DATE	DATE	19	6	Check date
APM_MoDisbHdr	VEND_DIV	CHAR	25	2	Vendor code
APM_MoDisbHdr	VEND_CODE	CHAR	27	8	
APM_MoDisbHdr	PAYEE_NAME	CHAR	35	35	Payee name
APM_MoDisbHdr	AUDIT_NUM	CHAR	70	6	Audit number
APM_MoDisbHdr	FILE_REF_NUM	CHAR	76	9	
APM_MoDisbHdr	CLEAR_FY	CHAR	85	4	
APM_MoDisbHdr	CLEAR_ACCTPD	CHAR	89	2	
APM_MoDisbHdr	APM_UNUSED_1	CHAR	91	20	
APM_MoDisbHdr	GROSS_AMT	NUMBER		14.3	Gross amount
APM_MoDisbHdr	DISC_AMT	NUMBER		14.3	Discount Amount
APM_MoDisbHdr	NET_SALE	NUMBER		14.3	Net sale
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, CHECK_NUM, SEQ_NUM"					
"Alternate Key 1: BANK_CODE, CHECK_NUM, FY, ACCTPD"					
"Alternate Key 2: CHECK_NUM, VEND_DIV, VEND_CODE, FY, ACCTPD, BANK_CODE, SEQ_NUM"					
					
Table : APN_MoDisbDet					
APN_MoDisbDet	FY	CHAR	1	4	FY/Acctg Period
APN_MoDisbDet	ACCTPD	CHAR	5	2	
APN_MoDisbDet	BANK_CODE	CHAR	7	3	Bank code
APN_MoDisbDet	CHECK_NUM	CHAR	10	6	Check number
APN_MoDisbDet	SEQ_NUM	CHAR	16	2	Sequence counter
APN_MoDisbDet	INV_NUM	CHAR	18	10	Invoice number
APN_MoDisbDet	INV_DATE	DATE	28	6	Invoice date
APN_MoDisbDet	GL_CATG_CODE	CHAR	34	9	G/L category
APN_MoDisbDet	APN_UNUSED_1	CHAR	43	1	
APN_MoDisbDet	GL_DETAIL_LINK	NUMBER		14.3	Index to G/L
APN_MoDisbDet	GROSS_AMT	NUMBER		14.3	Gross Amount
APN_MoDisbDet	DISC_AMT	NUMBER		14.3	Discount Amount
APN_MoDisbDet	SPECIAL_AMT_1	NUMBER		14.3	Special Amount 1
APN_MoDisbDet	SPECIAL_AMT_2	NUMBER		14.3	Special Amount 2
APN_MoDisbDet	SPECIAL_AMT_3	NUMBER		14.3	Special Amount 3
APN_MoDisbDet	SPECIAL_AMT_4	NUMBER		14.3	Special Amount 4
APN_MoDisbDet	NET_AMOUNT	NUMBER		14.3	Net Amount
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, CHECK_NUM, SEQ_NUM, INV_NUM"					
					
Table : APQ_InvoiceHis					
APQ_InvoiceHis	VEND_DIV	CHAR	1	2	Vendor Code
APQ_InvoiceHis	VEND_CODE	CHAR	3	8	
APQ_InvoiceHis	INV_NUM	CHAR	11	10	Invoice
APQ_InvoiceHis	INV_DATE	DATE	21	6	Invoice Date
APQ_InvoiceHis	TERMS_CODE	CHAR	27	2	Terms Code
APQ_InvoiceHis	INV_DUE_DATE	DATE	29	6	Invoice Due Date
APQ_InvoiceHis	DISC_EXPIRE_DATE	DATE	35	6	Discount Expires
APQ_InvoiceHis	INV_COMMENT	CHAR	41	15	Invoice Comment
APQ_InvoiceHis	OUR_REF_NUM	CHAR	56	10	Our Reference No
APQ_InvoiceHis	PRINT_ON_BANK_CODE	CHAR	66	3	Print on Bank
APQ_InvoiceHis	CATEGORY	CHAR	69	9	Category Code
APQ_InvoiceHis	PYMNT_SELECTION	CHAR	78	2	Pmt Selection
APQ_InvoiceHis	PYMNT_PRIORITY_CODE	CHAR	80	1	Pmy Priority
APQ_InvoiceHis	INV_ON_HOLD	CHAR	81	1	Invoice on Hold?
APQ_InvoiceHis	INV_SPECIAL_CODE	CHAR	82	1	Inv Special Code
APQ_InvoiceHis	INV_TYPE	CHAR	83	1	Invoice Type
APQ_InvoiceHis	APPLY_TO_INV_NUM	CHAR	84	10	Applies to Invoice number
APQ_InvoiceHis	ORIG_UPDT_IN_FYAP	CHAR	94	6	Originally updated in FY/Period
APQ_InvoiceHis	GREATEST_FY	CHAR	100	4	Highest Period/Year updated to
APQ_InvoiceHis	GREATEST_ACCTPD	CHAR	104	2	
APQ_InvoiceHis	AUDIT_NUM	CHAR	106	6	Audit control number
APQ_InvoiceHis	APQ_UNUSED_1	CHAR	112	2	Unknown
APQ_InvoiceHis	SPER_CODE	CHAR	114	4	Salesperson code
APQ_InvoiceHis	ORIG_COMP_CODE	CHAR	118	3	Original company code
APQ_InvoiceHis	SRC_LOC_TYPE	CHAR	121	1	Source location type (1=RL)
APQ_InvoiceHis	ALT_CURR_CODE	CHAR	122	3	Alternate Currency Code
APQ_InvoiceHis	DISC_EXPIRES_2ND	DATE	125	6	2nd discount expires on
APQ_InvoiceHis	APQ_UNUSED_2	CHAR	131	30	Unused
APQ_InvoiceHis	TRANS_DETAIL_LINK	NUMBER		14.3	Index to transaction #1
APQ_InvoiceHis	GL_DETAIL_LINK	NUMBER		14.3	Index to G/L Distribution
APQ_InvoiceHis	TOTAL_BOOKED_TO_AP	NUMBER		14.3	Total Booked to A/P
APQ_InvoiceHis	SPECIAL_INV_AMT_1	NUMBER		14.3	Special Invoice Amount 1
APQ_InvoiceHis	SPECIAL_INV_AMT_2	NUMBER		14.3	Special Invoice Amount 2
APQ_InvoiceHis	SPECIAL_INV_AMT_3	NUMBER		14.3	Special Invoice Amount 3
APQ_InvoiceHis	SPECIAL_INV_AMT_4	NUMBER		14.3	Special Invoice Amount 4
APQ_InvoiceHis	ORIG_DISC_AVAIL	NUMBER		14.3	Original Discount Available
APQ_InvoiceHis	WC_INS_WH	NUMBER		14.3	Worker's Comp Ins. W/H
APQ_InvoiceHis	EXTEND_DUE_DT	NUMBER		14.3	Extend Due Date
APQ_InvoiceHis	ORIG_INV_AMT	NUMBER		14.3	Original Invoice Amount
APQ_InvoiceHis	DISC_TAKEN_TO_DT	NUMBER		14.3	Discount taken to date
APQ_InvoiceHis	PYMNTS_APPLIED_TO_DT	NUMBER		14.3	Payments Applied to date
APQ_InvoiceHis	BAL_DUE_ON_INVOICE	NUMBER		14.3	Balance due on this Invoice
APQ_InvoiceHis	POSTED_TO_DT_SPEC_1	NUMBER		14.3	Posted to date - Special Amount 1
APQ_InvoiceHis	POSTED_TO_DT_SPEC_2	NUMBER		14.3	Posted to date - Special Amount 2
APQ_InvoiceHis	POSTED_TO_DT_SPEC_3	NUMBER		14.3	Posted to date - Special Amount 3
APQ_InvoiceHis	POSTED_TO_DT_SPEC_4	NUMBER		14.3	Posted to date - Special Amount 4
APQ_InvoiceHis	GROSS_AMT_ALT_CURR	NUMBER		14.3	Gross Amount in Alternate Currency
APQ_InvoiceHis	DISC_AMT_ALT_CURR	NUMBER		14.3	Discount Amount in Alternate Currency
APQ_InvoiceHis	ALT_GROSS_AMT_PTD	NUMBER		14.3	Alternate Gross Amount paid to date
APQ_InvoiceHis	ALT_DISC_AMT_PTD	NUMBER		14.3	Alternate Discount Amount paid to date
APQ_InvoiceHis	DISC_AVAIL_2ND	NUMBER		14.3	Original Discount Available 2
APQ_InvoiceHis	APQ_UNUSED_3	NUMBER		14.3	Unused
APQ_InvoiceHis	APQ_UNUSED_4	NUMBER		14.3	Unused
APQ_InvoiceHis	APQ_UNUSED_5	NUMBER		14.3	Unused
APQ_InvoiceHis	APQ_UNUSED_6	NUMBER		14.3	Unused
APQ_InvoiceHis	APQ_UNUSED_7	NUMBER		14.3	Unused
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, INV_NUM"					
					
Table : APR_ManChkHdr					
APR_ManChkHdr	FY	CHAR	1	4	Fiscal Year
APR_ManChkHdr	ACCTPD	CHAR	5	2	Accounting period
APR_ManChkHdr	BANK_CODE	CHAR	7	3	Bank code
APR_ManChkHdr	ACTION_CODE	CHAR	10	1	"R=Reversal, M=Manual, V=Void"
APR_ManChkHdr	CHECK_NUM	CHAR	11	6	Check number
APR_ManChkHdr	APR_UNUSED_1	CHAR	17	4	Unused
APR_ManChkHdr	VEND_DIV	CHAR	21	2	Vendor Code
APR_ManChkHdr	VEND_CODE	CHAR	23	8	
APR_ManChkHdr	CHECK_DATE	DATE	31	6	Check date
APR_ManChkHdr	APR_UNUSED_2	CHAR	37	1	
APR_ManChkHdr	CHECK_AMT	NUMBER		14.3	Check amount
APR_ManChkHdr	DIST_BAL	NUMBER		14.3	Distribution Balance
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, ACTION_CODE, CHECK_NUM, APR_UNUSED_1"					
					
Table : APS_VendSlspersonStats					
APS_VendSlspersonStats	VEND_DIV	CHAR	1	2	Vendor Code
APS_VendSlspersonStats	VEND_CODE	CHAR	3	8	
APS_VendSlspersonStats	SPER_CODE	CHAR	11	4	Salesperson
APS_VendSlspersonStats	FY	CHAR	15	4	Fiscal Year
APS_VendSlspersonStats	TF_TYPE	CHAR	19	1	
APS_VendSlspersonStats	BEG_BAL	NUMBER		14.3	Beginning Balance
APS_VendSlspersonStats	PERIOD_AMT_1	NUMBER		14.3	Period Amount 1
APS_VendSlspersonStats	PERIOD_AMT_2	NUMBER		14.3	Period Amount 2
APS_VendSlspersonStats	PERIOD_AMT_3	NUMBER		14.3	Period Amount 3
APS_VendSlspersonStats	PERIOD_AMT_4	NUMBER		14.3	Period Amount 4
APS_VendSlspersonStats	PERIOD_AMT_5	NUMBER		14.3	Period Amount 5
APS_VendSlspersonStats	PERIOD_AMT_6	NUMBER		14.3	Period Amount 6
APS_VendSlspersonStats	PERIOD_AMT_7	NUMBER		14.3	Period Amount 7
APS_VendSlspersonStats	PERIOD_AMT_8	NUMBER		14.3	Period Amount 8
APS_VendSlspersonStats	PERIOD_AMT_9	NUMBER		14.3	Period Amount 9
APS_VendSlspersonStats	PERIOD_AMT_10	NUMBER		14.3	Period Amount 10
APS_VendSlspersonStats	PERIOD_AMT_11	NUMBER		14.3	Period Amount 11
APS_VendSlspersonStats	PERIOD_AMT_12	NUMBER		14.3	Period Amount 12
APS_VendSlspersonStats	PERIOD_AMT_13	NUMBER		14.3	Period Amount 13
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, SPER_CODE, FY, TF_TYPE"					
					
Table : APT_ManChkDet					
APT_ManChkDet	FY	CHAR	1	4	Fiscal year
APT_ManChkDet	ACCTPD	CHAR	5	2	Accounting period
APT_ManChkDet	BANK_CODE	CHAR	7	3	Bank code
APT_ManChkDet	CHECK_TYPE	CHAR	10	1	"Check type (Rev., Hand, Void)"
APT_ManChkDet	CHECK_NUM	CHAR	11	6	Check number
APT_ManChkDet	APT_UNUSED_1	CHAR	17	4	Unused
APT_ManChkDet	INV_NUM	CHAR	21	10	Invoice #
APT_ManChkDet	INV_DATE	DATE	31	6	Invoice date
APT_ManChkDet	TERMS_CODE	CHAR	37	2	Terms code
APT_ManChkDet	CATEGORY	CHAR	39	9	Category
APT_ManChkDet	TF_COMMENT	CHAR	48	15	Comment
APT_ManChkDet	OUR_REF_NUM	CHAR	63	10	Our reference
APT_ManChkDet	SPER_CODE	CHAR	73	4	Salesperson (optional)
APT_ManChkDet	GL_DETAIL_LINK	NUMBER		14.3	Index to G/L detail
APT_ManChkDet	GROSS_APPLIED	NUMBER		14.3	Gross Applied
APT_ManChkDet	DISC_TAKEN	NUMBER		14.3	Discount Taken
APT_ManChkDet	NET_SALE	NUMBER		14.3	Net Sale
APT_ManChkDet	INV_AMT	NUMBER		14.3	Invoice Amount
Keys :					
"Primary Key: FY, ACCTPD, BANK_CODE, CHECK_TYPE, CHECK_NUM, APT_UNUSED_1, INV_NUM"					
					
Table : APX_GLInterface					
APX_GLInterface	DIV_OR_DIST_CODE	CHAR	1	9	Division or Distribution Code
APX_GLInterface	UNUSED_1	CHAR	10	23	Accounts Payable
APX_GLInterface	AP_GL_CODE	CHAR	33	12	Discounts Taken / Lost
APX_GLInterface	DISC_TAKEN	CHAR	45	12	Retainage
APX_GLInterface	UNUSED_2	CHAR	57	24	
APX_GLInterface	SPECIAL_AMT_1	CHAR	81	12	Special Amount 1
APX_GLInterface	SPECIAL_AMT_2	CHAR	93	12	Special Amount 2
APX_GLInterface	SPECIAL_AMT_3	CHAR	105	12	Special Amount 3
APX_GLInterface	SPECIAL_AMT_4	CHAR	117	12	Special Amount 4
Keys :					
Primary Key: DIV_OR_DIST_CODE					
					
Table : APZ_APChkSrtByVend					
APZ_APChkSrtByVend	COMPANY_CODE	CHAR	1	3	
APZ_APChkSrtByVend	BANK_CODE	CHAR	4	3	Bank account
APZ_APChkSrtByVend	VENDOR_NAME	CHAR	7	35	Unused
APZ_APChkSrtByVend	VEND_DIV	CHAR	42	2	Vendor Code
APZ_APChkSrtByVend	VEND_CODE	CHAR	44	8	
APZ_APChkSrtByVend	CHECK_CODE	CHAR	52	1	Check code
APZ_APChkSrtByVend	INV_NUM	CHAR	53	10	Invoice number
APZ_APChkSrtByVend	APZ_UNUSED	CHAR	63	2	
Keys :					
"Primary Key: COMPANY_CODE, BANK_CODE, VENDOR_NAME, VEND_DIV, VEND_CODE, CHECK_CODE, INV_NUM, APZ_UNUSED"					
					
Table : AQ1_VendPlantDiv					
AQ1_VendPlantDiv	VEND_DIV	CHAR	1	2	Vendor division
AQ1_VendPlantDiv	VEND_CODE	CHAR	3	8	Vendor code
AQ1_VendPlantDiv	PLANT	CHAR	11	4	Plant
AQ1_VendPlantDiv	DIV_NUM	CHAR	15	2	Division
AQ1_VendPlantDiv	ACCT_NUM	CHAR	17	20	Account number
AQ1_VendPlantDiv	AQ1_UNUSED_1	CHAR	37	154	Unused
Keys :					
"Primary Key: VEND_DIV, VEND_CODE, PLANT, DIV_NUM"					
					
Table : AR0_CustCredit					
AR0_CustCredit	CUST_DIV	CHAR	1	2	Customer code
AR0_CustCredit	CUST_CODE	CHAR	3	8	
AR0_CustCredit	CUST_BAL_DATE	DATE	11	6	Last A/R Balance date
AR0_CustCredit	LAST_FUTURE_BAL	DATE	17	6	Last Future date
AR0_CustCredit	LAST_CURR_BAL	DATE	23	6	Last Current date
AR0_CustCredit	LAST_AGE_BAL_1	DATE	29	6	Last Over 30 date
AR0_CustCredit	LAST_AGE_BAL_2	DATE	35	6	Last Over 60 date
AR0_CustCredit	LAST_AGE_BAL_3	DATE	41	6	Last Over 90 date
AR0_CustCredit	LAST_AGE_BAL_4	DATE	47	6	Last Over 120 date
AR0_CustCredit	AR0_UNUSED_1	CHAR	53	1	
AR0_CustCredit	CUST_BAL_CNT	NUMBER		14.3	A/R Balance Occurrences
AR0_CustCredit	CUST_HIST_BAL	NUMBER		14.3	A/R Balance Hist Balance
AR0_CustCredit	FUTURE_BAL_CNT	NUMBER		14.3	Future Occurrences
AR0_CustCredit	FUTURE_HIST_BAL	NUMBER		14.3	Future Hist Balance
AR0_CustCredit	AGE_BAL_CNT_0	NUMBER		14.3	Current Occurences
AR0_CustCredit	AGE_HIST_BAL_0	NUMBER		14.3	Current Hist Balance
AR0_CustCredit	AGE_BAL_CNT_1	NUMBER		14.3	Over 30 Occurrences
AR0_CustCredit	AGE_HIST_BAL_1	NUMBER		14.3	Over 30 Hist Balance
AR0_CustCredit	AGE_BAL_CNT_2	NUMBER		14.3	Over 60 Occurrences
AR0_CustCredit	AGE_HIST_BAL_2	NUMBER		14.3	Over 60 Hist Balance
AR0_CustCredit	AGE_BAL_CNT_3	NUMBER		14.3	Over 90 Occurrences
AR0_CustCredit	AGE_HIST_BAL_3	NUMBER		14.3	Over 90 Hist Balance
AR0_CustCredit	AGE_BAL_CNT_4	NUMBER		14.3	Over 120 Occurrences
AR0_CustCredit	AGE_HIST_BAL_4	NUMBER		14.3	Over 120 Hist Balance
AR0_CustCredit	SIZE_INV_CNT_1	NUMBER		14.3	Num of Invoices 1
AR0_CustCredit	SIZE_INV_DAYS_1	NUMBER		14.3	Total Num of Days 1
AR0_CustCredit	SIZE_INV_CNT_2	NUMBER		14.3	Num of Invoices 2
AR0_CustCredit	SIZE_INV_DAYS_2	NUMBER		14.3	Total Num of Days 2
AR0_CustCredit	SIZE_INV_CNT_3	NUMBER		14.3	Num of Invoices 3
AR0_CustCredit	SIZE_INV_DAYS_3	NUMBER		14.3	Total Num of Days 3
AR0_CustCredit	SIZE_INV_CNT_4	NUMBER		14.3	Num of Invoices 4
AR0_CustCredit	SIZE_INV_DAYS_4	NUMBER		14.3	Total Num of Days 4
Keys :					
"Primary Key: CUST_DIV, CUST_CODE"					
					
Table : AR1_Cust					
AR1_Cust	CUST_DIV	CHAR	1	2	Customer Number
AR1_Cust	CUST_CODE	CHAR	3	8	
AR1_Cust	CUST_NAME	CHAR	11	35	Customer name
AR1_Cust	BILL_TO_CUST_DIV	CHAR	46	2	Bill-to customer
AR1_Cust	BILL_TO_CUST_CODE	CHAR	48	8	
AR1_Cust	CUST_ADDR_1	CHAR	56	30	Address line #1
AR1_Cust	CUST_ADDR_2	CHAR	86	30	Address line #2
AR1_Cust	CUST_CITY	CHAR	116	16	City
AR1_Cust	CUST_ST	CHAR	132	2	State
AR1_Cust	CUST_ZIP_CODE	CHAR	134	9	Zip code
AR1_Cust	CUST_FAX	CHAR	143	12	Fax Number (was county)
AR1_Cust	CUST_LOOKUP	CHAR	155	10	Lookup Sequence
AR1_Cust	PURCH_AGENT	CHAR	165	20	Purchasing Agent
AR1_Cust	CUST_GREETING	CHAR	185	20	Greeting
AR1_Cust	CUST_PHONE	CHAR	205	14	Phone number
AR1_Cust	CUST_STAT	CHAR	219	1	Customer Status
AR1_Cust	CUST_CATEGORY	CHAR	220	9	Customer category
AR1_Cust	DATE_SETUP	DATE	229	6	Date account opened
AR1_Cust	STAX_CODE	CHAR	235	10	Sales Tax code
AR1_Cust	TAX_EXEMPT	CHAR	245	1	Customer tax exempt?
AR1_Cust	RESALE_NUM	CHAR	246	16	Resale number
AR1_Cust	SIC_CODE	CHAR	262	5	SIC code
AR1_Cust	FINANCE_CHARGE_CODE	CHAR	267	1	Finance charge code
AR1_Cust	STMT_CODE	CHAR	268	1	Statement code
AR1_Cust	MAILING_LABEL_TYPE_1	CHAR	269	3	Mailing label types #1
AR1_Cust	MAILING_LABEL_TYPE_2	CHAR	272	3	Mailing label types #2
AR1_Cust	MAILING_LABEL_TYPE_3	CHAR	275	3	Mailing label types #3
AR1_Cust	SPER_CODE	CHAR	278	4	Salesperson code #1
AR1_Cust	SPER_CODE_2	CHAR	282	4	Salesperson code #2
AR1_Cust	SPER_CODE_3	CHAR	286	4	Salesperson code #3
AR1_Cust	SPER_CODE_4	CHAR	290	4	Salesperson code #4
AR1_Cust	SPER_CODE_5	CHAR	294	4	Salesperson code #5
AR1_Cust	CREDIT_CONT	CHAR	298	20	Credit contact
AR1_Cust	CREDIT_CONT_GREETING	CHAR	318	20	Greeting
AR1_Cust	CREDIT_CONT_PHONE	CHAR	338	14	Phone
AR1_Cust	DUN_LETTER_LAST_PRNT	CHAR	352	1	Dun letter type last printed
AR1_Cust	DUN_LETTER_LAST_DT	DATE	353	6	Date of last dun letter
AR1_Cust	TERMS_CODE	CHAR	359	2	Terms code
AR1_Cust	CREDIT_HOLD	CHAR	361	1	Credit Hold?
AR1_Cust	CREDIT_RATING	CHAR	362	5	Credit rating
AR1_Cust	CREDIT_RATING_DATE	DATE	367	6	Credit rating date
AR1_Cust	CREDIT_LIMIT_DATE	DATE	373	6	Date credit limit set
AR1_Cust	LAST_ACTIVE_DATE	DATE	379	6	Last Active
AR1_Cust	HIGH_CREDIT_DATE	DATE	385	6	High Credit Date
AR1_Cust	AGED_AS_OF_DATE	DATE	391	6	Aged as of date
AR1_Cust	PRINT_DUN_LETTER	CHAR	397	1	Print Dun letter?
AR1_Cust	CUST_PRICE_CATEGORY	CHAR	398	3	Customer price category
AR1_Cust	CONT_LIST_CODE	CHAR	401	4	Telemarketing List Code
AR1_Cust	CONT_CONT_CODE	CHAR	405	6	Telemarketing Contact Code
AR1_Cust	ALT_CUST_CODE	CHAR	411	20	Alternate Customer Code
AR1_Cust	SRC_COMP_CODE	CHAR	431	3	Source company code
AR1_Cust	REORDER_NUM_MONTHS	CHAR	434	2	
AR1_Cust	UNITED_ACCOUNT	CHAR	436	6	United account
AR1_Cust	CSR_WEB_ORDERS	CHAR	442	4	CSR for web orders
AR1_Cust	MARKET_CHANNEL	CHAR	446	10	
AR1_Cust	JOB_CARD	CHAR	456	15	
AR1_Cust	WMS_PICK_PRIO	CHAR	471	2	WMS Picking Priority
AR1_Cust	AUTO_REORDER_NOTICE	CHAR	473	1	
AR1_Cust	FOUR51_ENABLE	CHAR	474	1	Send inventory quantities to external system?
AR1_Cust	WHSE_BAS_PO	CHAR	475	4	
AR1_Cust	WHSE_STOCK_PO	CHAR	479	4	
AR1_Cust	RETAIN_SELL	CHAR	483	1	
AR1_Cust	CUST_MERCH_ACCT	CHAR	484	10	Merchant account
AR1_Cust	BUDGET_ENABLE	CHAR	494	1	Enable monthly budgets? (Y/N)
AR1_Cust	BUDGET_AUDIT	CHAR	495	1	Enable monthly budget audit? (Y/N)
AR1_Cust	BUDGET_ROLLOVER	CHAR	496	1	"Enable monthly budget rollover? (A=Always rollover, Y=Rollover in current year, N=No rollover)"
AR1_Cust	BUDGET_TRACK_FREIGHT	CHAR	497	1	"Track freight? (N=No - Default, Y= Yes - prorate by item price, W= Yes - prorate by item weight)"
AR1_Cust	BUDGET_OPEN_ORD_CALC	CHAR	498	1	Track open order spend
AR1_Cust	OCR_PKG_REF_1	CHAR	499	2	Order Customer Reference to populate SH9 PKG_REF_1
AR1_Cust	OCR_PKG_REF_2	CHAR	501	2	Order Customer Reference to populate SH9 PKG_REF_2
AR1_Cust	BUDGET_IGNORE_CC_TERMS	CHAR	503	1	Ignore Credit Card Terms
AR1_Cust	CUST_LOC_PL_REC_DEPT	CHAR	504	1	Use customer location code for PL receiving dept field?
AR1_Cust	ALWAYS_CUST_FRT_MARKUP	CHAR	505	1	Always use Customer Default Freight Markup for invoicing
AR1_Cust	JOB_CARD_SB_NP	CHAR	506	15	Job Card Override for Summary Bill No Print type invoices
AR1_Cust	BYPASS_COST_UPDT	CHAR	521	1	
AR1_Cust	BYPASS_SELL_UPDT	CHAR	522	1	
AR1_Cust	BYPASS_VEND_UPDT	CHAR	523	1	
AR1_Cust	DFLT_NUM_STOR_MTHS	CHAR	524	2	Default number of storage months
AR1_Cust	DONT_INVOICE_OVERRUNS	CHAR	526	1	Order lines with PO: Don't invoice customer for overruns?
AR1_Cust	BYPASS_CTN_WT_UPDT	CHAR	527	1	Bypass Carton Weight Update
AR1_Cust	SENDER_ID_3P	CHAR	528	10	3rd Party Sender ID
AR1_Cust	ALL_INV_LINES	CHAR	538	1	All invoice lines
AR1_Cust	INCLUDE_CREDIT_LINES	CHAR	539	1	Include credit lines
AR1_Cust	SIG_REQD	CHAR	540	1	Signature required
AR1_Cust	BYPASS_CTN_PACK_UPDT	CHAR	541	1	Bypass Carton Pack Update
AR1_Cust	EXPORT_PRICE	CHAR	542	1	Send item prices to external system
AR1_Cust	SENDER_ID_3P_OC	CHAR	543	10	3rd Party Sender ID Order Confirmation
AR1_Cust	SENDER_ID_3P_SN	CHAR	553	10	3rd Party Sender ID Ship Notices
AR1_Cust	ELINK_FLG	CHAR	563	1	
AR1_Cust	EQD_CUST	CHAR	564	6	
AR1_Cust	AR1_UNUSED_1	CHAR	570	30	
AR1_Cust	SPER_COMM_SPLIT_1	NUMBER		14.3	Salesperson #1 comm split %
AR1_Cust	SPER_COMM_SPLIT_2	NUMBER		14.3	Salesperson #2 comm split %
AR1_Cust	SPER_COMM_SPLIT_3	NUMBER		14.3	Salesperson #3 comm split %
AR1_Cust	SPER_COMM_SPLIT_4	NUMBER		14.3	Salesperson #4 comm split %
AR1_Cust	SPER_COMM_SPLIT_5	NUMBER		14.3	Salesperson #5 comm split %
AR1_Cust	CREDIT_LIMIT	NUMBER		14.3	Credit Limit
AR1_Cust	CUST_BAL	NUMBER		14.3	A/R Balance
AR1_Cust	FUTURE_BAL	NUMBER		14.3	Future Balance
AR1_Cust	CURR_BAL	NUMBER		14.3	Current Balance
AR1_Cust	AGE_BAL_1	NUMBER		14.3	Over 30 Balance
AR1_Cust	AGE_BAL_2	NUMBER		14.3	Over 60 Balance
AR1_Cust	AGE_BAL_3	NUMBER		14.3	Over 90 Balance
AR1_Cust	AGE_BAL_4	NUMBER		14.3	Over 120 Balance
AR1_Cust	OPEN_ORDER_AMT	NUMBER		14.3	Open Order Amount
AR1_Cust	HIGH_CREDIT	NUMBER		14.3	High Credit
AR1_Cust	AR1_UNUSED_2	NUMBER		14.3	Unused
Keys :					
"Primary Key: CUST_DIV, CUST_CODE"					
"Alternate Key 1: CUST_LOOKUP, CUST_DIV, CUST_CODE"					
"Alternate Key 2: SPER_CODE, CUST_DIV, CUST_CODE"					
"Alternate Key 3: CUST_PHONE, CUST_DIV, CUST_CODE"					
"Alternate Key 4: ALT_CUST_CODE, CUST_DIV, CUST_CODE"					
"Alternate Key 5: CUST_ZIP_CODE, CUST_DIV, CUST_CODE"					
"Alternate Key 6: CUST_CATEGORY, CUST_DIV, CUST_CODE"					
"Alternate Key 7: EQD_CUST, CUST_DIV, CUST_CODE"					
					
Table : AR2_Terms					
AR2_Terms	TERMS_CODE	CHAR	1	2	Terms Code
AR2_Terms	TERMS_DESC	CHAR	3	30	Terms Description
AR2_Terms	TERMS_TYPE	CHAR	33	1	"P=Period, E=End, N=Next, D=Day"
AR2_Terms	DAYS_TILL_DUE	CHAR	34	3	Number of days until due
AR2_Terms	DAYS_IN_PERIOD	CHAR	37	2	Day in month or Days in period
AR2_Terms	CUTOFF_DAY	CHAR	39	2	Cutoff day for the current month
AR2_Terms	SECOND_DUE_DAY	CHAR	41	2	Second due date
AR2_Terms	DISC_DUE_DATE_TYPE	CHAR	43	1	Discount due date type
AR2_Terms	DAYS_TILL_DUE_2ND	CHAR	44	3	Number of days until due
AR2_Terms	DUE_DAY	CHAR	47	2	Enter the due day
AR2_Terms	CUTOFF_DAY_2ND	CHAR	49	2	Cutoff day for the current month
AR2_Terms	DISC_DUE_DAY	CHAR	51	3	Discount due day or # days in period
AR2_Terms	SPLIT_PYMNT_TYPE	CHAR	54	1	Split payments seperated by days or mths
AR2_Terms	ORDER_EXCEP_CODE	CHAR	55	2	
AR2_Terms	CRED_CARD	CHAR	57	1	
AR2_Terms	PRINT_INVOICE	CHAR	58	1	
AR2_Terms	GL_ACCT_CC_ORD	CHAR	59	12	
AR2_Terms	CREDIT_CARD_INFO	CHAR	71	1	
AR2_Terms	AR2_UNUSED_1	CHAR	72	28	
AR2_Terms	DISC_PRCNT_ALLOWED	NUMBER		14.3	Percentage Discount Allowed
AR2_Terms	NUM_SPLIT_INV_PYMNTS	NUMBER		14.3	Num of Payments on a Split Invoice
AR2_Terms	NUM_DAYS_BETWEEN	NUMBER		14.3	Number of Days between Payments
Keys :					
Primary Key: TERMS_CODE					
					
Table : AR3_Slsperson					
